,tablename,join,predicate,estimate,actual
1051,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",532.864,49.364
1052,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1053,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.264,85.58
1054,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",526.412,39.804
1055,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,39.804
1056,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,father-son-relationship,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
1057,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",532.864,63.02
1058,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",525.264,85.584
1059,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,56.704
1060,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",524.208,33.492
1061,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",526.412,26.596
1062,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.164,64.164
1063,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,71.38
1064,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,56.7
1065,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,56.7
1066,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.7
1067,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[au],k.keyword,=,character-name-in-title,ct.kind,=,productioncompanies",171.5,173.204
1068,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",524.208,56.708
1069,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[it]",526.412,56.704
1070,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,73.088
1071,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",525.264,69.192
1072,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ch]",526.412,56.188
1073,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[at],t.production_year,>,1950",526.412,56.404
1074,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[au],t.production_year,>,1950",532.864,62.976
1075,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[es],t.production_year,>,1950",526.412,56.704
1076,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[fr],t.production_year,>,1950",526.412,56.704
1077,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",524.208,47.08
1078,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,family-relationships,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.248
1079,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[nl],t.production_year,>,1950",526.412,56.716
1080,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[be],t.production_year,>,1950",526.412,56.716
1081,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",525.212,104.496
1082,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1083,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1084,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1085,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,39.804
1086,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,nan,t.production_year,>,1950",526.412,26.596
1087,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[ar]",532.864,49.364
1088,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[hu]",526.412,56.7
1089,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,family-relationships,cn.country_code,=,[us],ct.kind,=,productioncompanies",251.248,251.248
1090,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1091,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[se]",526.412,56.7
1092,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[se]",526.412,39.804
1093,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1094,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1095,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[dk]",526.412,56.7
1096,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,57.988
1097,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,56.732
1098,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",526.412,39.804
1099,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[at],t.production_year,>,1950",524.208,56.704
1100,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_info  mi, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.movie_id=mi.movie_id,mi.movie_id=t.id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,mk.movie_id=mi.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,ml.movie_id=mi.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","k.keyword,=,tv-mini-series,cn.country_code,=,[us],ct.kind,=,distributors",251.248,251.252
1101,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[gb],t.production_year,>,1950",532.888,50.196
1102,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1103,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",532.864,49.364
1104,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1105,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,39.804
1106,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","t.production_year,>,1950,cn.country_code,=,[us]",526.412,56.72
1107,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[jp],t.production_year,>,1950",526.412,56.72
1108,"company_name  cn, company_type  ct, keyword  k, link_type  lt, movie_companies  mc, movie_keyword  mk, movie_link  ml, title  t","ml.movie_id=mk.movie_id,t.id=mc.movie_id,mc.company_type_id=ct.id,ml.movie_id=mc.movie_id,lt.id=ml.link_type_id,mc.company_id=cn.id,mk.movie_id=mc.movie_id,t.id=mk.movie_id,mk.keyword_id=k.id,ml.movie_id=t.id","cn.country_code,=,[es],t.production_year,>,1950",526.412,56.72
